46,Bitcoin Gold,176952330,10.10,https://coinmarketcap.com/currencies/bitcoin-gold/,BTG
47,Aave,171538865,0.131953,https://coinmarketcap.com/currencies/aave/,LEND
48,Synthetix Network Token,166127530,1.91,https://coinmarketcap.com/currencies/synthetix-network-token/,SNX
49,Binance USD,165793604,0.999988,https://coinmarketcap.com/currencies/binance-usd/,BUSD
50,Decred,164275709,14.06,https://coinmarketcap.com/currencies/decred/,DCR
51,Hyperion,163709260,0.516815,https://coinmarketcap.com/currencies/hyperion/,HYN
52,Algorand,160500111,0.207951,https://coinmarketcap.com/currencies/algorand/,ALGO
53,ICON,159867009,0.291921,https://coinmarketcap.com/currencies/icon/,ICX
54,Qtum,157900434,1.63,https://coinmarketcap.com/currencies/qtum/,QTUM
55,TrueUSD,144289630,0.999800,https://coinmarketcap.com/currencies/trueusd/,TUSD
56,Enjin Coin,142175807,0.173133,https://coinmarketcap.com/currencies/enjin-coin/,ENJ
57,Lisk,141459881,1.14,https://coinmarketcap.com/currencies/lisk/,LSK
58,Bitcoin Diamond,136710224,0.733059,https://coinmarketcap.com/currencies/bitcoin-diamond/,BCD
59,Dai,127492590,1.00,https://coinmarketcap.com/currencies/multi-collateral-dai/,DAI
60,Ren,127136916,0.146839,https://coinmarketcap.com/currencies/ren/,REN
61,Nano,125599885,0.942600,https://coinmarketcap.com/currencies/nano/,NANO
62,Ravencoin,123090823,0.018951,https://coinmarketcap.com/currencies/ravencoin/,RVN
63,Siacoin,120675295,0.002886,https://coinmarketcap.com/currencies/siacoin/,SC
64,HUSD,118426874,0.999953,https://coinmarketcap.com/currencies/husd/,HUSD
65,Nexo,115435792,0.206135,https://coinmarketcap.com/currencies/nexo/,NEXO
66,Waves,115315713,1.13,https://coinmarketcap.com/currencies/waves/,WAVES
67,Verge,111829989,0.006855,https://coinmarketcap.com/currencies/verge/,XVG
68,Celsius,111031143,0.464831,https://coinmarketcap.com/currencies/celsius/,CEL
69,MonaCoin,110735557,1.68,https://coinmarketcap.com/currencies/monacoin/,MONA
70,Quant,104951147,8.69,https://coinmarketcap.com/currencies/quant/,QNT
71,ZB Token,100231905,0.216349,https://coinmarketcap.com/currencies/zb-token/,ZB
72,DxChain Token,98322918,0.001966,https://coinmarketcap.com/currencies/dxchain-token/,DX
73,Holo,88961001,0.000538,https://coinmarketcap.com/currencies/holo/,HOT
74,IOST,82940663,0.005526,https://coinmarketcap.com/currencies/iostoken/,IOST
75,Divi,82668957,0.047020,https://coinmarketcap.com/currencies/divi/,DIVI
76,SwissBorg,81198668,0.113557,https://coinmarketcap.com/currencies/swissborg/,CHSB
77,Terra,80455503,0.209082,https://coinmarketcap.com/currencies/terra-luna/,LUNA
78,Loopring,79511907,0.074314,https://coinmarketcap.com/currencies/loopring/,LRC
79,Flexacoin,79246947,0.002833,https://coinmarketcap.com/currencies/flexacoin/,FXC
80,Nervos Network,78368486,0.004397,https://coinmarketcap.com/currencies/nervos-network/,CKB
81,Status,77985998,0.022471,https://coinmarketcap.com/currencies/status/,SNT
82,Steem,75249409,0.202614,https://coinmarketcap.com/currencies/steem/,STEEM
83,Komodo,74923311,0.621631,https://coinmarketcap.com/currencies/komodo/,KMD
84,Bancor,72307452,1.05,https://coinmarketcap.com/currencies/bancor/,BNT
85,Bytom,71414286,0.064961,https://coinmarketcap.com/currencies/bytom/,BTM
86,KuCoin Shares,70318903,0.865460,https://coinmarketcap.com/currencies/kucoin-shares/,KCS
87,MCO,68528484,4.34,https://coinmarketcap.com/currencies/crypto-com/,MCO
88,Matic Network,67025241,0.019216,https://coinmarketcap.com/currencies/matic-network/,MATIC
89,Hive,65096665,0.216618,https://coinmarketcap.com/currencies/hive-blockchain/,HIVE
90,Electroneum,64313960,0.006336,https://coinmarketcap.com/currencies/electroneum/,ETN
91,Horizen,64096034,6.82,https://coinmarketcap.com/currencies/horizen/,ZEN
92,BitShares,63446192,0.023066,https://coinmarketcap.com/currencies/bitshares/,BTS
93,Blockstack,62844968,0.130804,https://coinmarketcap.com/currencies/blockstack/,STX
94,BitTorrent,62630416,0.000295,https://coinmarketcap.com/currencies/bittorrent/,BTT
95,WAX,61971547,0.051076,https://coinmarketcap.com/currencies/wax/,WAXP
96,Energi,60933957,2.00,https://coinmarketcap.com/currencies/energi/,NRG
97,Elrond,59059408,0.006092,https://coinmarketcap.com/currencies/elrond/,ERD
98,Numeraire,58554740,21.77,https://coinmarketcap.com/currencies/numeraire/,NMR
99,Decentraland,54479826,0.038584,https://coinmarketcap.com/currencies/decentraland/,MANA
100,ABBC Coin,53990050,0.097206,https://coinmarketcap.com/currencies/abbc-coin/,ABBC
