Kyber Network,1.26,https://coinmarketcap.com/currencies/kyber-network/
OMG Network,1.47,https://coinmarketcap.com/currencies/omg/
The Midas Touch Gold,0.051463,https://coinmarketcap.com/currencies/the-midas-touch-gold/
THETA,0.219684,https://coinmarketcap.com/currencies/theta/
Bitcoin Gold,10.71,https://coinmarketcap.com/currencies/bitcoin-gold/
Hedera Hashgraph,0.038551,https://coinmarketcap.com/currencies/hedera-hashgraph/
Augur,16.51,https://coinmarketcap.com/currencies/augur/
Zilliqa,0.017324,https://coinmarketcap.com/currencies/zilliqa/
Synthetix Network Token,2.04,https://coinmarketcap.com/currencies/synthetix-network-token/
Aave,0.134189,https://coinmarketcap.com/currencies/aave/
Binance USD,1.00,https://coinmarketcap.com/currencies/binance-usd/
Decred,14.13,https://coinmarketcap.com/currencies/decred/
Hyperion,0.516491,https://coinmarketcap.com/currencies/hyperion/
Algorand,0.209770,https://coinmarketcap.com/currencies/algorand/
ICON,0.294729,https://coinmarketcap.com/currencies/icon/
Qtum,1.65,https://coinmarketcap.com/currencies/qtum/
TrueUSD,1.00,https://coinmarketcap.com/currencies/trueusd/
Lisk,1.14,https://coinmarketcap.com/currencies/lisk/
Enjin Coin,0.167377,https://coinmarketcap.com/currencies/enjin-coin/
Bitcoin Diamond,0.722313,https://coinmarketcap.com/currencies/bitcoin-diamond/
Dai,1.01,https://coinmarketcap.com/currencies/multi-collateral-dai/
Siacoin,0.003064,https://coinmarketcap.com/currencies/siacoin/
Ren,0.147608,https://coinmarketcap.com/currencies/ren/
Nano,0.934089,https://coinmarketcap.com/currencies/nano/
Nexo,0.221954,https://coinmarketcap.com/currencies/nexo/
Ravencoin,0.018918,https://coinmarketcap.com/currencies/ravencoin/
Verge,0.007505,https://coinmarketcap.com/currencies/verge/
HUSD,1.00,https://coinmarketcap.com/currencies/husd/
Waves,1.13,https://coinmarketcap.com/currencies/waves/
Celsius,0.465360,https://coinmarketcap.com/currencies/celsius/
MonaCoin,1.68,https://coinmarketcap.com/currencies/monacoin/
DxChain Token,0.002065,https://coinmarketcap.com/currencies/dxchain-token/
Quant,8.43,https://coinmarketcap.com/currencies/quant/
ZB Token,0.218301,https://coinmarketcap.com/currencies/zb-token/
Flexacoin,0.003163,https://coinmarketcap.com/currencies/flexacoin/
Holo,0.000533,https://coinmarketcap.com/currencies/holo/
IOST,0.005598,https://coinmarketcap.com/currencies/iostoken/
Divi,0.047100,https://coinmarketcap.com/currencies/divi/
Loopring,0.076241,https://coinmarketcap.com/currencies/loopring/
SwissBorg,0.112112,https://coinmarketcap.com/currencies/swissborg/
Terra,0.206069,https://coinmarketcap.com/currencies/terra-luna/
Nervos Network,0.004335,https://coinmarketcap.com/currencies/nervos-network/
Bancor,1.12,https://coinmarketcap.com/currencies/bancor/
Status,0.021962,https://coinmarketcap.com/currencies/status/
Komodo,0.618227,https://coinmarketcap.com/currencies/komodo/
Steem,0.199920,https://coinmarketcap.com/currencies/steem/
Bytom,0.064907,https://coinmarketcap.com/currencies/bytom/
KuCoin Shares,0.868852,https://coinmarketcap.com/currencies/kucoin-shares/
MCO,4.32,https://coinmarketcap.com/currencies/crypto-com/
Matic Network,0.019187,https://coinmarketcap.com/currencies/matic-network/
Electroneum,0.006553,https://coinmarketcap.com/currencies/electroneum/
Hive,0.218068,https://coinmarketcap.com/currencies/hive-blockchain/
Blockstack,0.134646,https://coinmarketcap.com/currencies/blockstack/
Horizen,6.78,https://coinmarketcap.com/currencies/horizen/
BitShares,0.023000,https://coinmarketcap.com/currencies/bitshares/
BitTorrent,0.000297,https://coinmarketcap.com/currencies/bittorrent/
WAX,0.051161,https://coinmarketcap.com/currencies/wax/
Elrond,0.006405,https://coinmarketcap.com/currencies/elrond/
Energi,2.02,https://coinmarketcap.com/currencies/energi/
Numeraire,22.07,https://coinmarketcap.com/currencies/numeraire/
Decentraland,0.038724,https://coinmarketcap.com/currencies/decentraland/
ABBC Coin,0.097026,https://coinmarketcap.com/currencies/abbc-coin/
Chiliz,0.011771,https://coinmarketcap.com/currencies/chiliz/
NULS,0.529267,https://coinmarketcap.com/currencies/nuls/
v.systems,0.024993,https://coinmarketcap.com/currencies/v-systems/
Golem,0.051146,https://coinmarketcap.com/currencies/golem-network-tokens/
PAX Gold,1798.40,https://coinmarketcap.com/currencies/pax-gold/
RSK Infrastructure Framework,0.080558,https://coinmarketcap.com/currencies/rsk-infrastructure-framework/
HyperCash,1.10,https://coinmarketcap.com/currencies/hypercash/
iExec RLC,0.612078,https://coinmarketcap.com/currencies/rlc/
aelf,0.086667,https://coinmarketcap.com/currencies/aelf/
Ardor,0.047167,https://coinmarketcap.com/currencies/ardor/
SOLVE,0.136712,https://coinmarketcap.com/currencies/solve/
Reserve Rights,0.006687,https://coinmarketcap.com/currencies/reserve-rights/
Stratis,0.454728,https://coinmarketcap.com/currencies/stratis/
Zcoin,4.24,https://coinmarketcap.com/currencies/zcoin/
Aragon,1.39,https://coinmarketcap.com/currencies/aragon/
MaidSafeCoin,0.096355,https://coinmarketcap.com/currencies/maidsafecoin/
Aion,0.096388,https://coinmarketcap.com/currencies/aion/
Unibright,0.278095,https://coinmarketcap.com/currencies/unibright/
Aeternity,0.131033,https://coinmarketcap.com/currencies/aeternity/
Kava,1.21,https://coinmarketcap.com/currencies/kava/
Dragonchain,0.118121,https://coinmarketcap.com/currencies/dragonchain/
CyberVein,0.037717,https://coinmarketcap.com/currencies/cybervein/
Digitex Futures,0.045879,https://coinmarketcap.com/currencies/digitex-futures/
Xensor,0.034620,https://coinmarketcap.com/currencies/xensor/
TomoChain,0.529037,https://coinmarketcap.com/currencies/tomochain/
Swipe,0.559082,https://coinmarketcap.com/currencies/swipe/
WaykiChain,0.194479,https://coinmarketcap.com/currencies/waykichain/
DAD,0.307537,https://coinmarketcap.com/currencies/dad/
STASIS EURO,1.12,https://coinmarketcap.com/currencies/stasis-euro/
Power Ledger,0.084248,https://coinmarketcap.com/currencies/power-ledger/
Ark,0.289202,https://coinmarketcap.com/currencies/ark/
Pundi X,0.000150,https://coinmarketcap.com/currencies/pundi-x/
ReddCoin,0.001189,https://coinmarketcap.com/currencies/reddcoin/
Insolar,0.847032,https://coinmarketcap.com/currencies/insolar/
Super Zero Protocol,0.123461,https://coinmarketcap.com/currencies/super-zero-protocol/
Crypterium,0.333967,https://coinmarketcap.com/currencies/crpt/
Gatechain Token,0.484783,https://coinmarketcap.com/currencies/gatechain-token/
GXChain,0.501987,https://coinmarketcap.com/currencies/gxchain/
Orbs,0.015039,https://coinmarketcap.com/currencies/orbs/
Theta Fuel,0.008127,https://coinmarketcap.com/currencies/theta-fuel/
Streamr,0.045907,https://coinmarketcap.com/currencies/streamr/
Ripio Credit Network,0.059989,https://coinmarketcap.com/currencies/ripio-credit-network/
Thunder Token,0.005347,https://coinmarketcap.com/currencies/thunder-token/
Seele-N,0.041262,https://coinmarketcap.com/currencies/seele/
Harmony,0.004545,https://coinmarketcap.com/currencies/harmony/
Huobi Pool Token,0.005408,https://coinmarketcap.com/currencies/huobi-pool-token/
BHEX Token,0.137831,https://coinmarketcap.com/currencies/bhex-token/
Cortex,0.107277,https://coinmarketcap.com/currencies/cortex/
Haven Protocol,2.08,https://coinmarketcap.com/currencies/haven-protocol/
Molecular Future,0.310500,https://coinmarketcap.com/currencies/molecular-future/
Gnosis,24.03,https://coinmarketcap.com/currencies/gnosis-gno/
Beam,0.405329,https://coinmarketcap.com/currencies/beam/
IoTeX,0.004768,https://coinmarketcap.com/currencies/iotex/
Elastos,1.39,https://coinmarketcap.com/currencies/elastos/
Ocean Protocol,0.075919,https://coinmarketcap.com/currencies/ocean-protocol/
Wirex Token,0.009610,https://coinmarketcap.com/currencies/wirex-token/
Storj,0.153443,https://coinmarketcap.com/currencies/storj/
Wanchain,0.196634,https://coinmarketcap.com/currencies/wanchain/
FunFair,0.003587,https://coinmarketcap.com/currencies/funfair/
Acute Angle Cloud,0.093046,https://coinmarketcap.com/currencies/acute-angle-cloud/
12Ships,0.004689,https://coinmarketcap.com/currencies/12ships/
PIVX,0.406401,https://coinmarketcap.com/currencies/pivx/
MX Token,0.124221,https://coinmarketcap.com/currencies/mx-token/
Waltonchain,0.327059,https://coinmarketcap.com/currencies/waltonchain/
Project Pai,0.015428,https://coinmarketcap.com/currencies/project-pai/
Band Protocol,1.11,https://coinmarketcap.com/currencies/band-protocol/
WINk,0.000071,https://coinmarketcap.com/currencies/wink-tronbet/
BOSAGORA,0.078441,https://coinmarketcap.com/currencies/bosagora/
Kusama,7.07,https://coinmarketcap.com/currencies/kusama/
Fusion,0.461441,https://coinmarketcap.com/currencies/fusion/
Fetch.ai,0.028089,https://coinmarketcap.com/currencies/fetch/
Nash Exchange,0.881118,https://coinmarketcap.com/currencies/nash-exchange/
Request,0.026086,https://coinmarketcap.com/currencies/request/
Aurora,0.003126,https://coinmarketcap.com/currencies/aurora/
Metal,0.309713,https://coinmarketcap.com/currencies/metal/
TrueChain,0.254408,https://coinmarketcap.com/currencies/truechain/
Tachyon Protocol,0.075514,https://coinmarketcap.com/currencies/tachyon-protocol/
Origin Protocol,0.269920,https://coinmarketcap.com/currencies/origin-protocol/
Polymath,0.038530,https://coinmarketcap.com/currencies/polymath-network/
XinFin Network,0.003410,https://coinmarketcap.com/currencies/xinfin-network/
Function X,0.086863,https://coinmarketcap.com/currencies/function-x/
Grin,0.417159,https://coinmarketcap.com/currencies/grin/
Aidos Kuneen,0.762687,https://coinmarketcap.com/currencies/aidos-kuneen/
Nebulas,0.366218,https://coinmarketcap.com/currencies/nebulas-token/
Loom Network,0.019605,https://coinmarketcap.com/currencies/loom-network/
BitKan,0.002912,https://coinmarketcap.com/currencies/bitkan/
Gas,1.80,https://coinmarketcap.com/currencies/gas/
Melon,14.24,https://coinmarketcap.com/currencies/melon/
Civic,0.026279,https://coinmarketcap.com/currencies/civic/
Ignis,0.022874,https://coinmarketcap.com/currencies/ignis/
Utrust,0.038436,https://coinmarketcap.com/currencies/utrust/
Nimiq,0.002804,https://coinmarketcap.com/currencies/nimiq/
Syscoin,0.029143,https://coinmarketcap.com/currencies/syscoin/
Ankr,0.003302,https://coinmarketcap.com/currencies/ankr/
Enigma,0.226981,https://coinmarketcap.com/currencies/enigma/
Populous,0.314563,https://coinmarketcap.com/currencies/populous/
Vertcoin,0.300285,https://coinmarketcap.com/currencies/vertcoin/
IoT Chain,0.190776,https://coinmarketcap.com/currencies/iot-chain/
IRISnet,0.022198,https://coinmarketcap.com/currencies/irisnet/
Dent,0.000196,https://coinmarketcap.com/currencies/dent/
Innovative Bioresearch Classic,0.000618,https://coinmarketcap.com/currencies/innovative-bioresearch-classic/
Acash Coin,0.202105,https://coinmarketcap.com/currencies/acash-coin/
HEX,0.003219,https://coinmarketcap.com/currencies/hex/
INO COIN,2.04,https://coinmarketcap.com/currencies/ino-coin/
Counos X,20.45,https://coinmarketcap.com/currencies/counos-x/
MINDOL,1.86,https://coinmarketcap.com/currencies/mindol/
VestChain,0.034551,https://coinmarketcap.com/currencies/vestchain/
ExtStock Token,0.427566,https://coinmarketcap.com/currencies/extstock-token/
TNC Coin,0.092966,https://coinmarketcap.com/currencies/tnc-coin/
BitBay,0.202910,https://coinmarketcap.com/currencies/bitbay/
PlayFuel,0.400581,https://coinmarketcap.com/currencies/playfuel/
MimbleWimbleCoin,16.40,https://coinmarketcap.com/currencies/mimblewimblecoin/
Largo Coin,9.95,https://coinmarketcap.com/currencies/largo-coin/
Zelwin,4.32,https://coinmarketcap.com/currencies/zelwin/
Insight Chain,0.444404,https://coinmarketcap.com/currencies/insight-chain/
ThoreCoin,1780.73,https://coinmarketcap.com/currencies/thorecoin/
Velas,0.084869,https://coinmarketcap.com/currencies/velas/
Baer Chain,0.640930,https://coinmarketcap.com/currencies/baer-chain/
GlitzKoin,0.389993,https://coinmarketcap.com/currencies/glitzkoin/
Homeros,0.434797,https://coinmarketcap.com/currencies/homeros/
Cryptonex,1.64,https://coinmarketcap.com/currencies/cryptonex/
botXcoin,0.055853,https://coinmarketcap.com/currencies/botxcoin/
Metaverse Dualchain Network Architecture,0.006393,https://coinmarketcap.com/currencies/metaverse-dualchain-network-architecture/
Elamachain,0.155065,https://coinmarketcap.com/currencies/elamachain/
Advanced Internet Blocks,0.003487,https://coinmarketcap.com/currencies/advanced-internet-blocks/
Mixin,153.52,https://coinmarketcap.com/currencies/mixin/
TAGZ5,0.192509,https://coinmarketcap.com/currencies/tagz5/
Counos Coin,4.95,https://coinmarketcap.com/currencies/counos-coin/
Centrality,0.077344,https://coinmarketcap.com/currencies/centrality/
QCash,0.141814,https://coinmarketcap.com/currencies/qcash/
Idea Chain Coin,3.00,https://coinmarketcap.com/currencies/idea-chain-coin/
ERC20,0.051744,https://coinmarketcap.com/currencies/erc20/
THORChain,0.364954,https://coinmarketcap.com/currencies/thorchain/
NewYork Exchange,9.17,https://coinmarketcap.com/currencies/newyork-exchange/
Wrapped Bitcoin,9262.45,https://coinmarketcap.com/currencies/wrapped-bitcoin/
Beldex,0.053730,https://coinmarketcap.com/currencies/beldex/
Sologenic,0.234709,https://coinmarketcap.com/currencies/sologenic/
Joule,0.045230,https://coinmarketcap.com/currencies/joule/
BitcoinHD,7.43,https://coinmarketcap.com/currencies/bitcoinhd/
Davinci Coin,0.010171,https://coinmarketcap.com/currencies/davinci-coin/
Tap,0.085966,https://coinmarketcap.com/currencies/tap/
APIX,0.428611,https://coinmarketcap.com/currencies/apix/
Bitbook Gambling,0.117728,https://coinmarketcap.com/currencies/bitbook-gambling/
Tratin,0.000374,https://coinmarketcap.com/currencies/tratin/
Egoras,0.000641,https://coinmarketcap.com/currencies/egoras/
BTU Protocol,0.458699,https://coinmarketcap.com/currencies/btu-protocol/
FABRK,0.008564,https://coinmarketcap.com/currencies/fabrk/
Bankera,0.001651,https://coinmarketcap.com/currencies/bankera/
Bytecoin,0.000214,https://coinmarketcap.com/currencies/bytecoin-bcn/
Breezecoin,0.387855,https://coinmarketcap.com/currencies/breezecoin/
WhiteCoin,0.152611,https://coinmarketcap.com/currencies/whitecoin/
STEM CELL COIN,0.117738,https://coinmarketcap.com/currencies/stem-cell-coin/
Eidoo,0.641862,https://coinmarketcap.com/currencies/eidoo/
CRYPTOBUCKS,0.008560,https://coinmarketcap.com/currencies/cryptobucks/
Buggyra Coin Zero,0.016602,https://coinmarketcap.com/currencies/buggyra-coin-zero/
Bloomzed Token,1.56,https://coinmarketcap.com/currencies/bloomzed-token/
Bitball Treasure,66.81,https://coinmarketcap.com/currencies/bitball-treasure/
USDK,1.01,https://coinmarketcap.com/currencies/usdk/
ZEON,0.001061,https://coinmarketcap.com/currencies/zeon/
IDEX,0.052036,https://coinmarketcap.com/currencies/idex/
Vitae,1.38,https://coinmarketcap.com/currencies/vitae/
PLATINCOIN,5.38,https://coinmarketcap.com/currencies/platincoin/
inSure,0.007510,https://coinmarketcap.com/currencies/insure/
PRIZM,0.015172,https://coinmarketcap.com/currencies/prizm/
UNI COIN,0.433334,https://coinmarketcap.com/currencies/uni-coin/
Qubitica,30.37,https://coinmarketcap.com/currencies/qubitica/
BitMax Token,0.036939,https://coinmarketcap.com/currencies/bitmax-token/
NEXT,0.593571,https://coinmarketcap.com/currencies/next/
XeniosCoin,0.315080,https://coinmarketcap.com/currencies/xenioscoin/
Poseidon Network,0.010436,https://coinmarketcap.com/currencies/poseidon-network/
sUSD,0.993488,https://coinmarketcap.com/currencies/susd/
Folgory Coin,1.40,https://coinmarketcap.com/currencies/folgory-coin/
Hellenic Coin,0.312284,https://coinmarketcap.com/currencies/helleniccoin/
CasinoCoin,0.000543,https://coinmarketcap.com/currencies/casinocoin/
Handshake,0.076638,https://coinmarketcap.com/currencies/handshake/
WeShow Token,0.044415,https://coinmarketcap.com/currencies/weshow-token/
Chimpion,0.646127,https://coinmarketcap.com/currencies/chimpion/
1irstcoin,0.572311,https://coinmarketcap.com/currencies/1irstcoin/
Massnet,0.267718,https://coinmarketcap.com/currencies/massnet/
Rocket Pool,1.92,https://coinmarketcap.com/currencies/rocket-pool/
GHOST,1.45,https://coinmarketcap.com/currencies/ghost/
AgaveCoin,0.049716,https://coinmarketcap.com/currencies/agavecoin/
BigONE Token,0.002024,https://coinmarketcap.com/currencies/bigone-token/
CRYPTO20,0.463712,https://coinmarketcap.com/currencies/c20/
Dynamic Trading Rights,0.012036,https://coinmarketcap.com/currencies/dynamic-trading-rights/
Ultiledger,0.013364,https://coinmarketcap.com/currencies/ultiledger/
WOM Protocol,0.178373,https://coinmarketcap.com/currencies/wom-protocol/
Stakenet,0.172206,https://coinmarketcap.com/currencies/stakenet/
Ecoreal Estate,0.083820,https://coinmarketcap.com/currencies/ecoreal-estate/
Karatgold Coin,0.003795,https://coinmarketcap.com/currencies/karatgold-coin/
CryptalDash,0.016048,https://coinmarketcap.com/currencies/cryptaldash/
Uquid Coin,1.60,https://coinmarketcap.com/currencies/uquid-coin/
Bonorum,42.35,https://coinmarketcap.com/currencies/bonorum/
Apollo Currency,0.001072,https://coinmarketcap.com/currencies/apollo-currency/
Machine Xchange Coin,0.006249,https://coinmarketcap.com/currencies/machine-xchange-coin/
CWV Chain,0.004416,https://coinmarketcap.com/currencies/cwv-chain/
CONTRACOIN,0.950158,https://coinmarketcap.com/currencies/contracoin/
Loki,0.315472,https://coinmarketcap.com/currencies/loki/
Jewel,0.279133,https://coinmarketcap.com/currencies/jewel/
Obyte,20.26,https://coinmarketcap.com/currencies/obyte/
Solana,0.872454,https://coinmarketcap.com/currencies/solana/
OriginTrail,0.054495,https://coinmarketcap.com/currencies/origintrail/
MovieBloc,0.001854,https://coinmarketcap.com/currencies/moviebloc/
Bit-Z Token,0.114795,https://coinmarketcap.com/currencies/bit-z-token/
Elitium,0.878501,https://coinmarketcap.com/currencies/elitium/
SingularityNET,0.017649,https://coinmarketcap.com/currencies/singularitynet/
Factom,1.56,https://coinmarketcap.com/currencies/factom/
BHPCoin,0.713296,https://coinmarketcap.com/currencies/bhp-coin/
BORA,0.020035,https://coinmarketcap.com/currencies/bora/
Tierion,0.033461,https://coinmarketcap.com/currencies/tierion/
Envion,0.111688,https://coinmarketcap.com/currencies/envion/
WazirX,0.125171,https://coinmarketcap.com/currencies/wazirx/
Groestlcoin,0.184465,https://coinmarketcap.com/currencies/groestlcoin/
General Attention Currency,1.39,https://coinmarketcap.com/currencies/general-attention-currency/
Cryptoindex.com 100,0.222020,https://coinmarketcap.com/currencies/cryptoindex-com-100/
ILCoin,0.027001,https://coinmarketcap.com/currencies/ilcoin/
LBRY Credits,0.031770,https://coinmarketcap.com/currencies/library-credit/
Time New Bank,0.004153,https://coinmarketcap.com/currencies/time-new-bank/
Neutrino Dollar,1.00,https://coinmarketcap.com/currencies/neutrino-dollar/
AMO Coin,0.000764,https://coinmarketcap.com/currencies/amo-coin/
Everipedia,0.001712,https://coinmarketcap.com/currencies/everipedia/
DeviantCoin,0.473957,https://coinmarketcap.com/currencies/deviantcoin/
Cindicator,0.006569,https://coinmarketcap.com/currencies/cindicator/
Celer Network,0.003499,https://coinmarketcap.com/currencies/celer-network/
Bitcoin 2,0.756548,https://coinmarketcap.com/currencies/bitcoin2/
StormX,0.001917,https://coinmarketcap.com/currencies/stormx/
Quantstamp,0.021087,https://coinmarketcap.com/currencies/quantstamp/
Invictus Hyperion Fund,0.109370,https://coinmarketcap.com/currencies/invictus-hyperion-fund/
ChainX,2.28,https://coinmarketcap.com/currencies/chainx/
PlayChip,0.000925,https://coinmarketcap.com/currencies/playchip/
Ampleforth,2.31,https://coinmarketcap.com/currencies/ampleforth/
Newton,0.000629,https://coinmarketcap.com/currencies/newton/
Dragon Coins,0.037047,https://coinmarketcap.com/currencies/dragon-coins/
COTI,0.024905,https://coinmarketcap.com/currencies/coti/
SaluS,12.56,https://coinmarketcap.com/currencies/salus/
TrustVerse,0.037625,https://coinmarketcap.com/currencies/trustverse/
LTO Network,0.056286,https://coinmarketcap.com/currencies/lto-network/
Ultra,0.045176,https://coinmarketcap.com/currencies/ultra/
ZBG Token,0.043917,https://coinmarketcap.com/currencies/zbg-token/
Travala.com,0.318639,https://coinmarketcap.com/currencies/travala/
VideoCoin,0.106383,https://coinmarketcap.com/currencies/videocoin/
SynchroBitcoin,0.162350,https://coinmarketcap.com/currencies/synchrobitcoin/
Lambda,0.018006,https://coinmarketcap.com/currencies/lambda/
FLETA,0.011482,https://coinmarketcap.com/currencies/fleta/
Nexus,0.179406,https://coinmarketcap.com/currencies/nexus/
XMax,0.000693,https://coinmarketcap.com/currencies/xmax/
CONUN,0.004052,https://coinmarketcap.com/currencies/conun/
QASH,0.032925,https://coinmarketcap.com/currencies/qash/
Rakon,0.085947,https://coinmarketcap.com/currencies/rakon/
Unobtanium,55.86,https://coinmarketcap.com/currencies/unobtanium/
GoChain,0.011439,https://coinmarketcap.com/currencies/gochain/
RChain,0.023294,https://coinmarketcap.com/currencies/rchain/
Chromia,0.034023,https://coinmarketcap.com/currencies/chromia/
Spectre.ai Dividend Token,0.134723,https://coinmarketcap.com/currencies/spectre-dividend/
TTC,0.025524,https://coinmarketcap.com/currencies/ttc/
Sentinel Protocol,0.027206,https://coinmarketcap.com/currencies/sentinel-protocol/
PeepCoin,0.000093,https://coinmarketcap.com/currencies/peepcoin/
Wixlar,0.004551,https://coinmarketcap.com/currencies/wixlar/
Carry,0.002074,https://coinmarketcap.com/currencies/carry/
Voyager Token,0.048473,https://coinmarketcap.com/currencies/voyager-token/
Fantom,0.005938,https://coinmarketcap.com/currencies/fantom/
Kleros,0.023253,https://coinmarketcap.com/currencies/kleros/
Contentos,0.008495,https://coinmarketcap.com/currencies/contentos/
Nxt,0.010681,https://coinmarketcap.com/currencies/nxt/
Einsteinium,0.048393,https://coinmarketcap.com/currencies/einsteinium/
FIBOS,0.009985,https://coinmarketcap.com/currencies/fibos/
MediBloc,0.004134,https://coinmarketcap.com/currencies/medibloc/
TOP,0.002062,https://coinmarketcap.com/currencies/top/
Cred,0.012568,https://coinmarketcap.com/currencies/libra-credit/
QuarkChain,0.006091,https://coinmarketcap.com/currencies/quarkchain/
Proton,0.016530,https://coinmarketcap.com/currencies/proton/
Orchid,0.156251,https://coinmarketcap.com/currencies/orchid/
Veritaseum,4.77,https://coinmarketcap.com/currencies/veritaseum/
Monolith,0.313258,https://coinmarketcap.com/currencies/monolith/
Arcblock,0.103301,https://coinmarketcap.com/currencies/arcblock/
Bread,0.114658,https://coinmarketcap.com/currencies/bread/
Raiden Network Token,0.199586,https://coinmarketcap.com/currencies/raiden-network-token/
Emirex Token,0.408862,https://coinmarketcap.com/currencies/emirex-token/
Anchor,0.791061,https://coinmarketcap.com/currencies/anchor/
V-ID,0.214234,https://coinmarketcap.com/currencies/v-id/
Zenon,2.43,https://coinmarketcap.com/currencies/zenon/
MicroBitcoin,0.000053,https://coinmarketcap.com/currencies/microbitcoin/
Gemini Dollar,1.00,https://coinmarketcap.com/currencies/gemini-dollar/
KARMA,0.001835,https://coinmarketcap.com/currencies/karma-eos/
BitForex Token,0.002334,https://coinmarketcap.com/currencies/bitforex-token/
NKN,0.021227,https://coinmarketcap.com/currencies/nkn/
ARPA Chain,0.013348,https://coinmarketcap.com/currencies/arpa-chain/
DEAPcoin,0.011172,https://coinmarketcap.com/currencies/deapcoin/
Asch,0.105538,https://coinmarketcap.com/currencies/asch/
Telcoin,0.000208,https://coinmarketcap.com/currencies/telcoin/
Kin,0.000006,https://coinmarketcap.com/currencies/kin/
Content Value Network,0.011478,https://coinmarketcap.com/currencies/content-value-network/
HyperDAO,0.028544,https://coinmarketcap.com/currencies/hyperdao/
ShareToken,0.008000,https://coinmarketcap.com/currencies/sharetoken/
Standard Tokenization Protocol,0.013717,https://coinmarketcap.com/currencies/standard-tokenization-protocol/
Tellor,7.43,https://coinmarketcap.com/currencies/tellor/
Valor Token,0.474453,https://coinmarketcap.com/currencies/valor-token/
CyberMiles,0.011829,https://coinmarketcap.com/currencies/cybermiles/
Aeon,0.592985,https://coinmarketcap.com/currencies/aeon/
The Force Protocol,0.030085,https://coinmarketcap.com/currencies/the-force-protocol/
LiquidApps,0.013688,https://coinmarketcap.com/currencies/liquid-apps/
Hxro,0.090198,https://coinmarketcap.com/currencies/hxro/
Sport and Leisure,0.013765,https://coinmarketcap.com/currencies/sport-and-leisure/
Neblio,0.573272,https://coinmarketcap.com/currencies/neblio/
Diamond Platform Token,5.26,https://coinmarketcap.com/currencies/diamond-platform-token/
HYCON,0.003999,https://coinmarketcap.com/currencies/hycon/
Nectar,0.109546,https://coinmarketcap.com/currencies/nectar/
Santiment Network Token,0.142577,https://coinmarketcap.com/currencies/santiment/
FirstBlood,0.104837,https://coinmarketcap.com/currencies/firstblood/
Metadium,0.007198,https://coinmarketcap.com/currencies/metadium/
Tael,0.105676,https://coinmarketcap.com/currencies/tael/
Dimension Chain,0.036253,https://coinmarketcap.com/currencies/dimension-chain/
Aladdin,0.000204,https://coinmarketcap.com/currencies/aladdin/
Skycoin,0.490791,https://coinmarketcap.com/currencies/skycoin/
Ethereum Meta,0.000177,https://coinmarketcap.com/currencies/ethereum-meta/
Constellation,0.006965,https://coinmarketcap.com/currencies/constellation/
LATOKEN,0.023028,https://coinmarketcap.com/currencies/latoken/
Game.com,0.011414,https://coinmarketcap.com/currencies/game/
